,city,category,property,price,currency,min_price,max_price
673,Berlin,Clothing And Shoes,1 Pair of Men Leather Business Shoes,107.53,€,70.00,165.00
675,Berlin,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,243.73",€,850.00,"2,000.00"
676,Berlin,Rent Per Month,Apartment (1 bedroom) Outside of Centre,916.09,€,650.00,"1,400.00"
677,Berlin,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,368.37",€,"1,600.00","3,600.00"
678,Berlin,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,637.04",€,"1,200.00","2,500.00"
680,Berlin,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"8,026.57",€,"6,500.00","10,763.91"
681,Berlin,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"5,608.70",€,"4,000.00","8,000.00"
683,Hanover,Restaurants,"Meal, Inexpensive Restaurant",12.00,€,7.33,20.00
684,Hanover,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",57.50,€,50.00,70.00
685,Hanover,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),8.50,€,8.00,10.00
686,Hanover,Restaurants,Domestic Beer (0.5 liter draught),4.50,€,4.00,5.50
687,Hanover,Restaurants,Imported Beer (0.33 liter bottle),4.00,€,2.80,5.00
688,Hanover,Restaurants,Cappuccino (regular),3.16,€,2.00,5.00
689,Hanover,Restaurants,Coke/Pepsi (0.33 liter bottle),2.51,€,1.50,3.50
690,Hanover,Restaurants,Water (0.33 liter bottle),2.62,€,2.00,3.00
692,Hanover,Markets,"Milk (regular), (1 liter)",1.05,€,0.79,1.30
693,Hanover,Markets,Loaf of Fresh White Bread (500g),2.19,€,1.00,4.00
694,Hanover,Markets,"Rice (white), (1kg)",2.27,€,1.00,4.00
695,Hanover,Markets,Eggs (regular) (12),2.96,€,1.80,4.31
696,Hanover,Markets,Local Cheese (1kg),11.06,€,5.50,20.00
697,Hanover,Markets,Chicken Fillets (1kg),9.06,€,6.90,10.00
698,Hanover,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),15.14,€,8.40,25.00
699,Hanover,Markets,Apples (1kg),2.72,€,1.00,4.00
700,Hanover,Markets,Banana (1kg),1.69,€,1.59,2.00
701,Hanover,Markets,Oranges (1kg),2.19,€,1.50,4.00
702,Hanover,Markets,Tomato (1kg),1.54,€,0.79,4.00
703,Hanover,Markets,Potato (1kg),1.36,€,0.50,2.00
704,Hanover,Markets,Onion (1kg),1.25,€,0.89,1.98
705,Hanover,Markets,Lettuce (1 head),1.10,€,0.99,1.30
706,Hanover,Markets,Water (1.5 liter bottle),0.50,€,0.19,1.25
707,Hanover,Markets,Bottle of Wine (Mid-Range),6.00,€,4.00,8.00
708,Hanover,Markets,Domestic Beer (0.5 liter bottle),0.88,€,0.54,1.30
709,Hanover,Markets,Imported Beer (0.33 liter bottle),1.68,€,1.00,2.50
710,Hanover,Markets,Cigarettes 20 Pack (Marlboro),8.00,€,7.00,9.00
712,Hanover,Transportation,One-way Ticket (Local Transport),3.15,€,3.00,3.90
713,Hanover,Transportation,Monthly Pass (Regular Price),70.30,€,69.50,83.00
714,Hanover,Transportation,Taxi Start (Normal Tariff),3.20,€,3.00,3.50
715,Hanover,Transportation,Taxi 1km (Normal Tariff),1.98,€,1.95,2.10
716,Hanover,Transportation,Taxi 1hour Waiting (Normal Tariff),30.00,€,30.00,30.00
717,Hanover,Transportation,Gasoline (1 liter),2.02,€,1.74,2.20
718,Hanover,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"25,000.00",€,"22,000.00","26,000.00"
719,Hanover,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"21,725.00",€,"21,000.00","25,000.00"
721,Hanover,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",271.56,€,160.00,380.00
722,Hanover,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.12,€,0.09,0.25
723,Hanover,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",29.86,€,20.00,49.90
725,Hanover,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",37.12,€,19.90,60.00
726,Hanover,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),18.83,€,10.00,25.00
727,Hanover,Internet (60 Mbps,"Cinema, International Release, 1 Seat",12.00,€,10.00,15.00
729,Hanover,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",470.00,€,350.00,600.00
730,Hanover,Childcare,"International Primary School, Yearly for 1 Child","13,750.00",€,"11,000.00","17,000.00"
732,Hanover,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),73.61,€,35.00,109.00
733,Hanover,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",39.14,€,20.00,60.00
734,Hanover,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),92.25,€,50.00,120.00
735,Hanover,Clothing And Shoes,1 Pair of Men Leather Business Shoes,123.50,€,90.00,149.99
737,Hanover,Rent Per Month,Apartment (1 bedroom) in City Centre,700.00,€,600.00,850.00
738,Hanover,Rent Per Month,Apartment (1 bedroom) Outside of Centre,544.44,€,400.00,920.00
739,Hanover,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,395.56",€,"1,200.00","2,000.00"
740,Hanover,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,987.50,€,800.00,"1,550.00"
742,Hanover,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"5,000.00",€,,
743,Hanover,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"3,700.00",€,,
745,Bremen,Restaurants,"Meal, Inexpensive Restaurant",12.00,€,6.00,20.00
746,Bremen,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",50.00,€,45.00,70.00
747,Bremen,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),9.75,€,8.00,10.00
748,Bremen,Restaurants,Domestic Beer (0.5 liter draught),4.50,€,2.00,5.50
749,Bremen,Restaurants,Imported Beer (0.33 liter bottle),3.00,€,2.00,5.00
750,Bremen,Restaurants,Cappuccino (regular),3.19,€,2.50,4.00
751,Bremen,Restaurants,Coke/Pepsi (0.33 liter bottle),2.13,€,0.99,3.50
752,Bremen,Restaurants,Water (0.33 liter bottle),2.21,€,2.00,2.50
754,Bremen,Markets,"Milk (regular), (1 liter)",1.10,€,0.85,1.68
755,Bremen,Markets,Loaf of Fresh White Bread (500g),1.64,€,0.89,2.50
756,Bremen,Markets,"Rice (white), (1kg)",2.04,€,0.99,3.00
757,Bremen,Markets,Eggs (regular) (12),2.90,€,1.55,3.95
758,Bremen,Markets,Local Cheese (1kg),14.30,€,3.50,21.90
759,Bremen,Markets,Chicken Fillets (1kg),7.05,€,6.00,9.00
760,Bremen,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),19.33,€,15.00,24.00
761,Bremen,Markets,Apples (1kg),2.99,€,1.20,3.49
762,Bremen,Markets,Banana (1kg),1.59,€,1.59,1.99
763,Bremen,Markets,Oranges (1kg),1.96,€,1.35,2.29
764,Bremen,Markets,Tomato (1kg),0.97,€,0.79,2.89
765,Bremen,Markets,Potato (1kg),2.13,€,0.79,3.59
766,Bremen,Markets,Onion (1kg),0.97,€,0.89,1.30
767,Bremen,Markets,Lettuce (1 head),1.40,€,0.50,2.20
768,Bremen,Markets,Water (1.5 liter bottle),0.46,€,0.30,0.59
769,Bremen,Markets,Bottle of Wine (Mid-Range),4.99,€,2.99,10.00
770,Bremen,Markets,Domestic Beer (0.5 liter bottle),0.60,€,0.53,0.89
771,Bremen,Markets,Imported Beer (0.33 liter bottle),1.62,€,1.50,2.00
772,Bremen,Markets,Cigarettes 20 Pack (Marlboro),7.10,€,7.00,8.00
774,Bremen,Transportation,One-way Ticket (Local Transport),2.85,€,2.60,2.85
775,Bremen,Transportation,Monthly Pass (Regular Price),66.40,€,60.00,69.00
776,Bremen,Transportation,Taxi Start (Normal Tariff),3.50,€,3.00,5.00
777,Bremen,Transportation,Taxi 1km (Normal Tariff),2.30,€,2.15,2.30
778,Bremen,Transportation,Taxi 1hour Waiting (Normal Tariff),30.00,€,28.20,30.00
779,Bremen,Transportation,Gasoline (1 liter),2.05,€,1.74,2.20
780,Bremen,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"24,000.00",€,"22,000.00","25,000.00"
781,Bremen,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"21,000.00",€,,
783,Bremen,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",236.79,€,170.00,340.00
784,Bremen,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.09,€,0.09,0.10
785,Bremen,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",36.66,€,30.00,40.00
787,Bremen,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",27.75,€,10.00,45.00
788,Bremen,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),12.50,€,10.00,15.00
789,Bremen,Internet (60 Mbps,"Cinema, International Release, 1 Seat",12.00,€,8.00,15.00
791,Bremen,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",483.08,€,360.00,600.00
792,Bremen,Childcare,"International Primary School, Yearly for 1 Child","19,666.67",€,"10,000.00","39,000.00"
794,Bremen,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),85.40,€,30.00,119.00
795,Bremen,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",34.33,€,20.00,39.00
796,Bremen,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),86.00,€,60.00,109.00
797,Bremen,Clothing And Shoes,1 Pair of Men Leather Business Shoes,99.50,€,50.00,150.00
799,Bremen,Rent Per Month,Apartment (1 bedroom) in City Centre,657.14,€,500.00,850.00
800,Bremen,Rent Per Month,Apartment (1 bedroom) Outside of Centre,478.57,€,340.00,600.00
801,Bremen,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,237.50",€,"1,100.00","1,500.00"
802,Bremen,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,865.83,€,795.00,950.00
804,Bremen,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"4,000.00",€,"3,000.00","4,500.00"
805,Bremen,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"2,950.00",€,"2,500.00","3,500.00"
807,Hamburg,Restaurants,"Meal, Inexpensive Restaurant",14.00,€,8.50,25.00
808,Hamburg,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",60.00,€,48.00,80.00
809,Hamburg,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),9.00,€,8.00,10.00
810,Hamburg,Restaurants,Domestic Beer (0.5 liter draught),4.10,€,3.00,5.50
811,Hamburg,Restaurants,Imported Beer (0.33 liter bottle),3.95,€,2.80,5.00
812,Hamburg,Restaurants,Cappuccino (regular),3.47,€,1.65,4.50
813,Hamburg,Restaurants,Coke/Pepsi (0.33 liter bottle),2.74,€,2.00,3.50
814,Hamburg,Restaurants,Water (0.33 liter bottle),2.28,€,1.50,3.10
816,Hamburg,Markets,"Milk (regular), (1 liter)",1.22,€,0.85,1.80
817,Hamburg,Markets,Loaf of Fresh White Bread (500g),2.15,€,1.00,5.00
818,Hamburg,Markets,"Rice (white), (1kg)",2.44,€,1.19,4.99
819,Hamburg,Markets,Eggs (regular) (12),3.38,€,1.82,6.00
820,Hamburg,Markets,Local Cheese (1kg),12.05,€,5.00,35.00
821,Hamburg,Markets,Chicken Fillets (1kg),9.65,€,4.00,14.90
822,Hamburg,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),13.71,€,7.99,25.00
823,Hamburg,Markets,Apples (1kg),2.74,€,1.00,4.00
824,Hamburg,Markets,Banana (1kg),1.77,€,1.50,3.00
825,Hamburg,Markets,Oranges (1kg),2.07,€,1.00,5.00
826,Hamburg,Markets,Tomato (1kg),2.33,€,0.79,5.00
827,Hamburg,Markets,Potato (1kg),1.41,€,0.80,2.89
828,Hamburg,Markets,Onion (1kg),1.14,€,0.89,2.00
829,Hamburg,Markets,Lettuce (1 head),1.25,€,0.99,2.00
830,Hamburg,Markets,Water (1.5 liter bottle),0.67,€,0.25,1.50
831,Hamburg,Markets,Bottle of Wine (Mid-Range),7.00,€,4.00,10.00
832,Hamburg,Markets,Domestic Beer (0.5 liter bottle),0.95,€,0.54,1.29
833,Hamburg,Markets,Imported Beer (0.33 liter bottle),1.28,€,0.89,2.00
834,Hamburg,Markets,Cigarettes 20 Pack (Marlboro),8.00,€,7.20,8.00
836,Hamburg,Transportation,One-way Ticket (Local Transport),3.27,€,2.80,4.00
837,Hamburg,Transportation,Monthly Pass (Regular Price),96.00,€,70.00,120.00
838,Hamburg,Transportation,Taxi Start (Normal Tariff),4.20,€,3.80,5.90
839,Hamburg,Transportation,Taxi 1km (Normal Tariff),2.33,€,1.75,2.60
840,Hamburg,Transportation,Taxi 1hour Waiting (Normal Tariff),33.90,€,30.00,36.00
841,Hamburg,Transportation,Gasoline (1 liter),1.93,€,1.70,2.20
842,Hamburg,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"29,000.00",€,"26,460.00","30,000.00"
843,Hamburg,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"34,917.50",€,"30,000.00","40,000.00"
845,Hamburg,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",267.06,€,147.00,495.83
846,Hamburg,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.09,€,0.05,0.19
847,Hamburg,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",34.26,€,25.00,50.00
849,Hamburg,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",50.57,€,29.00,70.00
850,Hamburg,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),23.94,€,10.00,39.00
851,Hamburg,Internet (60 Mbps,"Cinema, International Release, 1 Seat",15.00,€,12.00,20.00
853,Hamburg,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",448.57,€,200.00,"1,000.00"
854,Hamburg,Childcare,"International Primary School, Yearly for 1 Child","18,425.00",€,"14,400.00","49,000.00"
856,Hamburg,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),84.05,€,50.00,105.00
857,Hamburg,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",40.67,€,21.00,50.00
858,Hamburg,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),93.40,€,70.00,130.00
859,Hamburg,Clothing And Shoes,1 Pair of Men Leather Business Shoes,128.71,€,70.00,180.00
861,Hamburg,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,002.06",€,750.00,"1,500.00"
862,Hamburg,Rent Per Month,Apartment (1 bedroom) Outside of Centre,765.00,€,600.00,"1,000.00"
863,Hamburg,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,886.40",€,"1,250.00","2,800.00"
864,Hamburg,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,374.77",€,"1,000.00","2,100.00"
866,Hamburg,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"8,180.77",€,"7,000.00","10,000.00"
867,Hamburg,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"5,199.17",€,"4,050.00","7,500.00"
869,Aachen,Restaurants,"Meal, Inexpensive Restaurant",10.00,€,8.00,15.00
870,Aachen,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",50.00,€,45.00,70.00
871,Aachen,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),9.00,€,8.00,10.00
872,Aachen,Restaurants,Domestic Beer (0.5 liter draught),3.50,€,3.00,4.50
873,Aachen,Restaurants,Imported Beer (0.33 liter bottle),4.00,€,3.00,4.00
874,Aachen,Restaurants,Cappuccino (regular),2.92,€,2.27,3.50
875,Aachen,Restaurants,Coke/Pepsi (0.33 liter bottle),2.14,€,1.42,3.00
876,Aachen,Restaurants,Water (0.33 liter bottle),2.23,€,1.80,3.00
878,Aachen,Markets,"Milk (regular), (1 liter)",1.03,€,0.80,1.20
879,Aachen,Markets,Loaf of Fresh White Bread (500g),1.41,€,0.81,3.00
880,Aachen,Markets,"Rice (white), (1kg)",2.28,€,1.25,4.00
881,Aachen,Markets,Eggs (regular) (12),2.75,€,1.43,4.14
882,Aachen,Markets,Local Cheese (1kg),10.35,€,6.60,12.40
883,Aachen,Markets,Chicken Fillets (1kg),10.19,€,4.00,12.50
884,Aachen,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),15.85,€,10.00,18.80
885,Aachen,Markets,Apples (1kg),2.53,€,1.00,4.00
886,Aachen,Markets,Banana (1kg),1.58,€,1.09,1.80
887,Aachen,Markets,Oranges (1kg),1.85,€,1.00,2.99
888,Aachen,Markets,Tomato (1kg),1.22,€,0.79,3.00
889,Aachen,Markets,Potato (1kg),1.34,€,0.40,3.00
890,Aachen,Markets,Onion (1kg),1.27,€,0.89,2.50
891,Aachen,Markets,Lettuce (1 head),1.16,€,0.70,1.50
892,Aachen,Markets,Water (1.5 liter bottle),0.58,€,0.30,1.00
893,Aachen,Markets,Bottle of Wine (Mid-Range),5.99,€,4.00,12.40
894,Aachen,Markets,Domestic Beer (0.5 liter bottle),0.78,€,0.54,1.08
895,Aachen,Markets,Imported Beer (0.33 liter bottle),1.28,€,1.00,2.00
896,Aachen,Markets,Cigarettes 20 Pack (Marlboro),7.60,€,7.00,9.00
898,Aachen,Transportation,One-way Ticket (Local Transport),2.95,€,2.80,3.40
899,Aachen,Transportation,Monthly Pass (Regular Price),71.25,€,55.00,90.00
900,Aachen,Transportation,Taxi Start (Normal Tariff),3.80,€,3.50,5.00
901,Aachen,Transportation,Taxi 1km (Normal Tariff),1.95,€,1.80,2.20
902,Aachen,Transportation,Taxi 1hour Waiting (Normal Tariff),30.00,€,15.00,33.40
903,Aachen,Transportation,Gasoline (1 liter),2.03,€,1.74,2.20
904,Aachen,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"18,000.00",€,"17,000.00","31,145.00"
905,Aachen,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"22,333.33",€,"22,000.00","25,000.00"
907,Aachen,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",268.16,€,140.00,380.00
908,Aachen,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.11,€,0.09,0.18
909,Aachen,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",30.38,€,20.00,40.00
911,Aachen,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",26.33,€,15.00,45.00
912,Aachen,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),15.50,€,10.00,22.00
913,Aachen,Internet (60 Mbps,"Cinema, International Release, 1 Seat",10.00,€,9.00,10.00
915,Aachen,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",581.25,€,400.00,"1,075.00"
916,Aachen,Childcare,"International Primary School, Yearly for 1 Child","12,000.00",€,"10,000.00","14,000.00"
918,Aachen,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),83.86,€,59.99,105.00
919,Aachen,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",41.25,€,30.00,50.00
920,Aachen,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),77.13,€,40.00,90.00
921,Aachen,Clothing And Shoes,1 Pair of Men Leather Business Shoes,98.75,€,45.00,180.00
923,Aachen,Rent Per Month,Apartment (1 bedroom) in City Centre,594.12,€,450.00,850.00
924,Aachen,Rent Per Month,Apartment (1 bedroom) Outside of Centre,462.30,€,350.00,630.00
925,Aachen,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,206.25",€,"1,000.00","1,500.00"
926,Aachen,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,994.38,€,850.00,"1,200.00"
928,Aachen,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"7,316.67",€,"6,700.00","8,450.00"
929,Aachen,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"4,216.67",€,"3,500.00","4,950.00"
931,Bonn,Restaurants,"Meal, Inexpensive Restaurant",15.00,€,7.00,20.00
932,Bonn,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",70.00,€,40.00,100.00
933,Bonn,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),8.50,€,8.00,10.00
934,Bonn,Restaurants,Domestic Beer (0.5 liter draught),4.00,€,2.00,5.00
935,Bonn,Restaurants,Imported Beer (0.33 liter bottle),4.00,€,2.00,6.50
936,Bonn,Restaurants,Cappuccino (regular),3.06,€,1.50,5.20
937,Bonn,Restaurants,Coke/Pepsi (0.33 liter bottle),2.18,€,1.00,3.00
938,Bonn,Restaurants,Water (0.33 liter bottle),1.77,€,1.00,2.80
940,Bonn,Markets,"Milk (regular), (1 liter)",1.06,€,0.72,1.20
941,Bonn,Markets,Loaf of Fresh White Bread (500g),1.10,€,0.75,2.00
942,Bonn,Markets,"Rice (white), (1kg)",1.91,€,0.99,2.50
943,Bonn,Markets,Eggs (regular) (12),2.53,€,1.55,3.60
944,Bonn,Markets,Local Cheese (1kg),9.55,€,7.00,12.40
945,Bonn,Markets,Chicken Fillets (1kg),7.76,€,5.60,10.00
946,Bonn,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),18.66,€,11.99,24.00
947,Bonn,Markets,Apples (1kg),2.18,€,1.09,3.00
948,Bonn,Markets,Banana (1kg),1.55,€,1.00,1.70
949,Bonn,Markets,Oranges (1kg),1.86,€,1.00,3.00
950,Bonn,Markets,Tomato (1kg),0.95,€,0.79,2.99
951,Bonn,Markets,Potato (1kg),1.00,€,0.65,1.50
952,Bonn,Markets,Onion (1kg),0.88,€,0.40,0.89
953,Bonn,Markets,Lettuce (1 head),1.28,€,0.55,4.00
954,Bonn,Markets,Water (1.5 liter bottle),0.36,€,0.20,0.49
955,Bonn,Markets,Bottle of Wine (Mid-Range),5.00,€,3.00,8.50
956,Bonn,Markets,Domestic Beer (0.5 liter bottle),0.53,€,0.53,0.79
957,Bonn,Markets,Imported Beer (0.33 liter bottle),1.40,€,1.00,2.50
958,Bonn,Markets,Cigarettes 20 Pack (Marlboro),7.20,€,7.00,8.99
960,Bonn,Transportation,One-way Ticket (Local Transport),3.00,€,2.80,3.20
961,Bonn,Transportation,Monthly Pass (Regular Price),110.00,€,83.70,250.00
962,Bonn,Transportation,Taxi Start (Normal Tariff),3.50,€,3.00,4.50
963,Bonn,Transportation,Taxi 1km (Normal Tariff),1.90,€,1.68,1.90
964,Bonn,Transportation,Taxi 1hour Waiting (Normal Tariff),37.20,€,28.20,37.20
965,Bonn,Transportation,Gasoline (1 liter),2.04,€,1.74,2.20
966,Bonn,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"24,505.00",€,"24,000.00","25,000.00"
967,Bonn,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"24,322.50",€,"20,000.00","25,000.00"
969,Bonn,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",298.01,€,221.74,350.00
970,Bonn,Utilities (Monthly),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),0.09,€,0.09,0.10
971,Bonn,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",34.22,€,25.00,55.00
973,Bonn,Internet (60 Mbps,"Fitness Club, Monthly Fee for 1 Adult",36.00,€,20.00,60.00
974,Bonn,Internet (60 Mbps,Tennis Court Rent (1 Hour on Weekend),20.20,€,8.00,28.00
975,Bonn,Internet (60 Mbps,"Cinema, International Release, 1 Seat",10.00,€,8.90,12.00
977,Bonn,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",485.00,€,250.00,"1,000.00"
978,Bonn,Childcare,"International Primary School, Yearly for 1 Child","16,000.00",€,"12,000.00","20,000.00"
980,Bonn,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),74.87,€,35.00,90.00
981,Bonn,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",33.33,€,24.99,60.00
982,Bonn,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),88.00,€,45.50,129.00
983,Bonn,Clothing And Shoes,1 Pair of Men Leather Business Shoes,93.00,€,60.00,129.00
985,Bonn,Rent Per Month,Apartment (1 bedroom) in City Centre,625.00,€,600.00,700.00
986,Bonn,Rent Per Month,Apartment (1 bedroom) Outside of Centre,586.67,€,400.00,850.00
987,Bonn,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,875.00",€,"1,200.00","2,500.00"
988,Bonn,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,497.50",€,"1,000.00","2,000.00"
990,Bonn,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment in City Centre,"5,500.00",€,"4,500.00","6,000.00"
991,Bonn,Apartment (3 bedrooms),Price per Square Meter to Buy Apartment Outside of Centre,"3,666.67",€,"2,500.00","5,000.00"
993,Cologne,Restaurants,"Meal, Inexpensive Restaurant",13.00,€,10.00,20.00
994,Cologne,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",55.00,€,35.00,100.00
995,Cologne,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),9.00,€,8.00,10.00
996,Cologne,Restaurants,Domestic Beer (0.5 liter draught),3.50,€,2.50,5.00
997,Cologne,Restaurants,Imported Beer (0.33 liter bottle),2.80,€,2.00,4.00
998,Cologne,Restaurants,Cappuccino (regular),2.89,€,1.50,4.00
999,Cologne,Restaurants,Coke/Pepsi (0.33 liter bottle),2.36,€,2.00,3.00
1000,Cologne,Restaurants,Water (0.33 liter bottle),1.97,€,1.50,2.70
1002,Cologne,Markets,"Milk (regular), (1 liter)",1.13,€,0.76,1.59
1003,Cologne,Markets,Loaf of Fresh White Bread (500g),1.84,€,0.99,3.00
1004,Cologne,Markets,"Rice (white), (1kg)",1.94,€,1.00,4.00
1005,Cologne,Markets,Eggs (regular) (12),2.70,€,1.62,3.60
1006,Cologne,Markets,Local Cheese (1kg),11.21,€,5.00,20.00
1007,Cologne,Markets,Chicken Fillets (1kg),10.51,€,4.80,15.00
1008,Cologne,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),15.56,€,8.00,28.00
1009,Cologne,Markets,Apples (1kg),2.31,€,1.00,3.79
1010,Cologne,Markets,Banana (1kg),1.56,€,1.00,3.00
1011,Cologne,Markets,Oranges (1kg),2.08,€,1.00,4.00
1012,Cologne,Markets,Tomato (1kg),1.47,€,0.79,3.20
1013,Cologne,Markets,Potato (1kg),1.69,€,0.69,3.00
1014,Cologne,Markets,Onion (1kg),1.36,€,0.89,2.65
1015,Cologne,Markets,Lettuce (1 head),1.46,€,0.90,2.00
1016,Cologne,Markets,Water (1.5 liter bottle),0.57,€,0.19,1.00
1017,Cologne,Markets,Bottle of Wine (Mid-Range),5.25,€,3.00,15.00
1018,Cologne,Markets,Domestic Beer (0.5 liter bottle),0.74,€,0.50,1.20
1019,Cologne,Markets,Imported Beer (0.33 liter bottle),1.98,€,1.00,3.00
